% normalize=-1
% resample=no
% samplerate=44100
% version=0.64
% yaafedefinition=Loudness LMode=Specific blockSize=512 stepSize=512
2.624599e+00,1.756089e+00,1.200438e+00,6.973962e-01,1.532829e+00,1.246742e+00,1.775994e+00,1.774156e+00,1.785562e+00,1.976130e+00,1.036598e+00,1.706493e+00,2.017369e+00,1.972436e+00,2.718811e+00,2.923049e+00,2.124579e+00,2.409885e+00,2.327609e+00,2.749391e+00,3.072027e+00,3.047586e+00,3.385513e+00,4.491465e+00
1.420028e+00,2.057859e+00,2.078313e+00,2.185779e+00,2.796842e+00,1.636403e+00,1.893834e+00,2.351520e+00,1.570024e+00,2.223101e+00,2.670724e+00,2.264136e+00,2.540809e+00,2.512300e+00,2.773827e+00,2.988925e+00,3.008655e+00,3.408453e+00,3.089503e+00,3.261494e+00,3.784035e+00,3.761943e+00,4.421686e+00,5.286267e+00
2.398680e+00,1.542632e+00,2.271122e+00,2.622668e+00,2.252938e+00,1.233966e+00,2.587259e+00,1.570248e+00,2.071457e+00,2.308898e+00,2.213660e+00,2.607904e+00,2.255604e+00,3.013364e+00,2.593485e+00,2.504246e+00,3.008992e+00,3.145861e+00,3.261095e+00,3.122831e+00,3.326924e+00,3.721981e+00,4.467283e+00,5.238238e+00
2.066276e+00,2.025484e+00,2.049653e+00,2.062708e+00,3.127720e+00,2.140248e+00,1.781690e+00,2.999887e+00,2.408845e+00,2.563268e+00,2.538427e+00,2.247458e+00,2.653621e+00,2.759238e+00,3.209511e+00,3.071546e+00,3.118587e+00,3.238218e+00,2.762536e+00,3.564725e+00,3.127872e+00,3.854914e+00,4.746415e+00,5.246890e+00
2.415881e+00,2.123092e+00,1.395144e+00,1.451573e+00,2.810326e+00,2.456219e+00,2.696983e+00,2.449263e+00,2.303949e+00,2.041362e+00,1.664966e+00,2.274414e+00,2.260841e+00,2.038626e+00,2.311529e+00,2.787469e+00,2.722285e+00,3.551099e+00,2.833255e+00,3.453214e+00,3.617470e+00,4.243593e+00,4.642839e+00,5.325130e+00
1.910508e+00,2.086690e+00,1.698831e+00,1.552670e+00,2.244508e+00,1.145464e+00,1.427802e+00,2.459102e+00,2.106532e+00,2.377765e+00,2.367990e+00,2.368280e+00,2.286665e+00,2.848452e+00,2.689446e+00,2.136142e+00,2.838369e+00,3.016506e+00,3.261222e+00,3.198054e+00,3.874344e+00,3.851136e+00,4.383403e+00,4.960940e+00
1.225144e+00,1.843677e+00,1.631512e+00,1.435160e+00,2.646482e+00,2.002029e+00,1.963605e+00,2.651707e+00,2.019477e+00,1.545000e+00,2.439162e+00,1.467118e+00,2.292772e+00,1.972651e+00,2.754213e+00,2.695029e+00,2.928730e+00,3.291569e+00,3.052890e+00,3.134482e+00,2.881620e+00,3.794198e+00,4.225184e+00,5.219315e+00
2.978091e+00,1.843815e+00,2.118910e+00,1.896973e+00,2.044875e+00,1.813263e+00,2.284693e+00,2.191385e+00,2.116190e+00,2.682489e+00,2.068815e+00,2.467846e+00,2.193579e+00,3.121426e+00,3.540366e+00,2.710932e+00,3.033819e+00,3.552248e+00,3.567497e+00,3.737211e+00,3.765820e+00,4.328732e+00,4.163590e+00,5.722718e+00
2.368825e+00,2.367187e+00,1.672456e+00,9.049717e-01,7.789288e-01,1.379547e+00,1.833753e+00,2.358406e+00,1.684932e+00,2.354776e+00,2.865521e+00,2.415450e+00,2.275412e+00,2.365499e+00,3.276748e+00,2.903176e+00,3.417599e+00,2.640617e+00,3.462400e+00,3.081767e+00,3.939242e+00,3.377975e+00,4.832933e+00,5.102866e+00
2.661518e+00,2.380115e+00,1.850378e+00,2.024980e+00,2.655699e+00,1.504702e+00,1.926352e+00,3.446096e+00,1.911111e+00,2.309081e+00,2.266158e+00,2.240618e+00,2.013153e+00,2.467595e+00,2.321345e+00,2.837626e+00,3.153632e+00,2.891723e+00,3.131890e+00,3.552690e+00,3.963749e+00,3.789436e+00,4.350224e+00,5.466967e+00
